245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"Identification of a yeast nuclear gene involved in the biased transmission of mitochondrial DNA /"		"by Stephan George Zweifel."	"Zweifel, Stephan George,1959-"	"Ph. D."	"University of Washington"	"1990"	"910709s1990\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 85 leaves :"			"24042532"
"Genetic and experimental analyses of mesoderm development in Drosophila /"		"by Robert Keith Baker."	"Baker, Robert Keith."	"Ph. D."	"University of Washington"	"1994"	"950411s1994\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 91 leaves :"			"32287396"
"Crossed strand-exchange forms and other homologous associations in yeast DNA during meiosis /"		"by Leslie Reese Bell."	"Bell, Leslie Reese."	"Ph. D."	"University of Washington"	"1982"	"830121s1982\\\\xx\af\\\\bm\\\000\0\eng\d"	"vii, 119 leaves, 30 unnumbered leaves of plates :"			"9151107"
"Analysis of daf-11, a transmembrane guanylyl cyclase that mediates chemosensory transduction in C. elegans /"		"by Deborah Ann Birnby."	"Birnby, Deborah Ann."	"Ph. D."	"University of Washington"	"1998"	"981119s1998\\\\xx\a\\\\\bm\\\000\0\eng\d"	"viii, 100 leaves :"		"http://hdl.handle.net/1773/10300"	"40351643"
"Study of the Cryptosporidium parvum DHFR-TS in the model system Saccharomyces cerevisiae /"		"by Victoria Hertle Brophy."	"Brophy, Victoria Hertle."	"Ph. D."	"University of Washington"	"1998"	"990521s1998\\\\xx\a\\\\\bm\\\000\0\eng\d"	"x, 143 leaves :"		"http://hdl.handle.net/1773/10262;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:9907885"	"41410750"
"MIF2, a gene required for mitotic chromosome segregation and anaphase spindle elongation in yeast /"		"by Megan Teresa Brown."	"Brown, Megan Teresa,1959-"	"Ph. D."	"University of Washington"	"1991"	"920505s1991\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 113 leaves :"			"25764913"
"Genetic analysis of the receptor for the yeast pheromone alpha-factor /"		"by Anne Carolyn Burkholder."	"Burkholder, Anne Carolyn."	"Ph. D."	"University of Washington"	"1986"	"861021s1986\\\\xx\af\\\\bm\\\000\0\eng\d"	"iii, 99 leaves, 1 unnumbered leaf of plates :"			"14449600"
"CDC17, the structural gene for DNA polymerase I of yeast :"	"mitotic hyper-recombination and effects on telomere metabolism /"	"by Michael John Carson."	"Carson, Michael John."	"Ph. D."	"University of Washington"	"1987"	"880705s1987\\\\xx\af\\\\bm\\\000\0\eng\d"	"v, 110 leaves, 21 unnumbered leaves of plates :"			"18171692"
"Paralysis of Caenorhabditis elegans by Pseudomonas aeruginosa :"	"a genetically tractable model for bacterial pathogenesis /"	"by Creg Burns Darby."	"Darby, Creg Burns."	"Ph. D."	"University of Washington"	"1998"	"991001s1998\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 75 leaves :"		"http://hdl.handle.net/1773/10304;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:9916644"	"42472846"
"Spontaneous mutation in Neurospora crassa :"	"studies in wildtype and mutator strain mut-1 /"	"by Davin Clifford Dillon."	"Dillon, Davin Clifford."	"Ph. D."	"University of Washington"	"1992"	"930129s1992\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 107 leaves :"			"27347114"
"Saccharomyces cerevisiae cells execute a default pathway to select a mate in the absence of pheromone gradients /"		"by Russell Dorer."	"Dorer, Russell."	"Ph. D."	"University of Washington"	"1996"	"970211s1996\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 116 leaves :"		"http://hdl.handle.net/1773/10285"	"36365689"
"Genetic control of karyogamy in Saccharomyces cerevisiae /"		"by Susan K. Dutcher."	"Dutcher, Susan K."		"University of Washington"		"800911s1980\\\\xx\af\\\\bm\\\000\0\eng\d"	"xii, 278 leaves, 18 unnumbered leaves of plates :"			"6699712"
"Early events in Drosophila development /"		"by Bruce Alexander Edgar."	"Edgar, Bruce Alexander."	"Ph. D."	"University of Washington"	"1987"	"880401s1987\\\\xx\af\\\\bm\\\000\0\eng\d"	"vi, 94 leaves, 9 unnumbered leaves of plates :"			"17723651"
"Genetic and molecular analysis of the relationship of methylation to reactivation of the human inactive X chromosome /"		"by Nathan Ames Ellis."	"Ellis, Nathan Ames."	"Ph. D."	"University of Washington"	"1987"	"880427s1987\\\\xx\af\\\\bm\\\000\0\eng\d"	"120 leaves, 14 unnumbered leaves of plates :"			"17859783"
"Regulation of expression of the immunoglobulin genes, mu and kappa /"		"by David W. Emery."	"Emery, David W.(David William),1961-"	"Ph. D."	"University of Washington"	"1989"	"900810s1989\\\\xx\af\\\\bm\\\000\0\eng\d"	"viii, 163 leaves, 11 unnumbered leaves of plates :"			"22206284"
"Defining cis- and trans-acting components for Prm-1 temporal translational control during murine spermatogenesis /"		"by Mark A. Fajardo."	"Fajardo, Mark A.,1966-"	"Ph. D."	"University of Washington"	"1997"	"980407s1997\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 151 leaves :"		"http://hdl.handle.net/1773/10251"	"38911032"
