245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"The effect of a 1951-1952 University of Washington sponsored community development study upon the public schools of Winlock, Washington."			"Caldwell, Marion Kent."	"M. Ed."	"University of Washington"		"951026s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"84 leaves"			"33378190"
"An evaluation of an experiment in the prediction of success in ninth grade algebra and general mathematics in the Everett junior high schools."			"Carboneau, Robert Dale."	"M. Ed."	"University of Washington"		"890614s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"57 leaves"			"19867791"
"A survey of the need for a course of study and the development of selected units to be used in a course of study for business law in the Seattle public schools."			"Christophersen, Raymond."	"M. Ed."	"University of Washington"		"890621s1958\\\\xx\\\\\\\bm\\\000\0\eng\d"	"139 leaves"			"19904733"
"A survey of the status of honors programs in American colleges and universities for 1954."			"Codd, William Joseph,1913-"	"Ph. D."	"University of Washington"		"890627s1958\\\\xx\a\\\\\bmt\\000\0\eng\d"	"348, [2] leaves"		"http://hdl.handle.net/1773/7786;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:5807353"	"19929799"
"A study of the mechanical aspects of the registration and daily schedule-making practices of selected public senior high schools in King County, Washington."			"Curry, Charles Allen."	"M. Ed."	"University of Washington"		"890724s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"94 leaves"			"20059988"
"An analysis of non-teaching duties of elementary school teachers in the first-class districts of the state of Washington,"		"by Clarence Ivring Daniel, Jr."	"Daniel, Clarence Ivring,1919-"	"Ed. D."	"University of Washington"		"890822s1958\\\\xx\a\\\\\bm\\\000\0\eng\d"	"116 leaves"			"20229372"
"A nine year study of the rehabilitation of 100 laryngectomees, emphasizing the interdisciplinary approach."			"Dawson, Myrtle Holtby,1910-"	"D. Ed."	"University of Washington"		"890725s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"398, [26] leaves"			"20063309"
"A suggested junior high school science curriculum for the Campus School of the New York State University Teachers College at Oneonta based on a study of current curriculum trends and the psychology of early adolescents."			"Deering, William Louis."	"M.A."	"University of Washington"		"890725s1958\\\\xx\a\\\\\bm\\\000\0\eng\d"	"148 leaves"			"20063231"
"A study of the effectiveness of selected motion pictures for reducing frustration in children."			"Denny, Earl Walter."	"D. Ed."	"University of Washington"		"890531s1958\\\\xx\a\\\\\bm\\\000\0\eng\d"	"97, [1] leaf"			"19786985"
"The development of resource units in selected subject matter areas as a correlated program for low achieving students at the junior high school level."			"Dorothy, Edwin Eugene."	"M. Ed."	"University of Washington"		"890531s1959\\\\xx\\\\\\\bm\\\000\0\eng\d"	"72 leaves"			"19787235"
"A study of the vocational adjustment of dropouts from the high schools of Tacoma, Washington during the school year 1953-1954."			"Downs, Jay Finley."	"M. Ed."	"University of Washington"		"890531s1958\\\\xx\a\\\\\bm\\\000\0\eng\d"	"139, 16 leaves"			"19786948"
"An analysis of American In-Service Education as a basis for establishing a program for the improvement of in-service teachers in the American Mennonite Brethren Mission in the Belgian Congo."			"Dyck, Ernest Peter."	"M.A."	"University of Washington"		"890725s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"95 leaves"			"20063241"
"A study of the financing of school building construction in the state of Washington."			"Eisentrout, George Milton,1917-"	"D. Ed."	"University of Washington"		"890725s1958\\\\xx\a\\\\\bm\\\000\0\eng\d"	"152, [2] leaves"			"20063324"
"A survey of methods of evaluating teachers in selected school districts of the United States."			"Ernst, Myron."	"M. Ed."	"University of Washington"		"890614s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"90, [1] leaf"			"19866707"
"An analytic study of the various traits characterizing and the factors handicapping certain retarded readers at the junior high school level."			"Feathers, Joseph John S.,1913-"	"Ph. D."	"University of Washington"		"890614s1958\\\\xx\a\\\\\bm\\\000\0\eng\d"	"165, [2] leaves"			"19866102"
"An investigation of accidents in the Highline School District for a five year period from September, 1951, to June, 1956."			"Fischer, Ferry Farmond."	"M. Ed."	"University of Washington"		"890531s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"191 leaves"			"19787268"
"A study of the relationships between ability to use context as an aid in reading and other verbal abilities."			"Fletcher, Junior Eugene,1915-"	"Ph. D."	"University of Washington"		"890531s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"95, [1] leaf"			"19787188"
"A study of the administrative organization in the senior high schools of Vancouver, Washington."			"Fowler, Donald Earl."	"M. Ed."	"University of Washington"		"890614s1958\\\\xx\a\\\\\bm\\\000\0\eng\d"	"155 leaves"			"19866170"
"A study of the success of West Seattle High School students in language arts, foreign language, social studies, and music and art."			"Franks, Dean Kermit,1918-"	"D. Ed."	"University of Washington"		"890614s1958\\\\xx\a\\\\\bm\\\000\0\eng\d"	"190 leaves"			"19866235"
"A survey of safety education in the first-class school districts of the state of Washington."			"Ganfield, Jack Freeman,1918-"	"D. Ed."	"University of Washington"		"890614s1958\\\\xx\a\\\\\bm\\\000\0\eng\d"	"248 leaves"			"19866266"
"Teaching map reading skills in the sixth grade through the use of the social studies teaching unit,"		"by Donald Christopher Gannon, Jr."	"Gannon, Donald Christopher."	"M. Ed."	"University of Washington"		"890614s1958\\\\xx\a\\\\\bm\\\000\0\eng\d"	"117, [4] leaves"			"19866317"
"An analytical study of the development of the core program."			"Gardner, Gordon Allen,1911-"	"D. Ed."	"University of Washington"		"890614s1958\\\\xx\a\\\\\bm\\\000\0\eng\d"	"412, [1] leaf"			"19866383"
"A study of in-service education in San Diego County."			"Garrow, Robert Archibald."	"M. Ed."	"University of Washington"		"890614s1958\\\\xx\a\\\\\bm\\\000\0\eng\d"	"75 leaves"			"19867653"
"A survey of policies and regulations relating to substitute teaching in first-class districts of the state of Washington."			"Gibson, Dorothy Neal."	"M. Ed."	"University of Washington"		"890614s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"84 leaves"			"19867905"
"The effect of kindergarten training on achievement in reading and arithmetic in grade two."			"Gillespie, Verna Grace."	"M. Ed."	"University of Washington"		"890614s1958\\\\xx\a\\\\\bm\\\000\0\eng\d"	"47 leaves"			"19867754"
"A study of lapidary"	"a resource unit in industrial arts."		"Goller, Paul McDaniel."	"M. Ed."	"University of Washington"		"890614s1958\\\\xx\a\\\\\bm\\\000\0\eng\d"	"77 leaves"			"19867695"
"A study of the library in elementary schools in second class school districts in Spokane County, Washington."			"Green, Raymond James."	"M. Ed."	"University of Washington"		"890614s1958\\\\xx\a\\\\\bm\\\000\0\eng\d"	"61, [10] leaves"			"19867724"
