245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"Molecular mechanisms of brain derived neurotrophic factor secretion and action /"		"Erik Christian Gunther."	"Gunther, Erik Christian."	"Ph. D."	"University of Washington"	"2000"	"010607s2000\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 119 leaves :"		"http://hdl.handle.net/1773/5086;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:9995373"	"47090319"
"Molecular determinants of cGMP-binding to chicken cone photoreceptor phosphodiesterase /"		"Daming Huang."	"Huang, Daming,1971-"	"Ph. D."	"University of Washington"	"2004"	"050526s2004\\\\xx\a\\\\\bm\\\000\0\eng\d"	"x, 103 leaves :"		"http://hdl.handle.net/1773/5095;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3151616"	"60495744"
"Structural studies of yeast and bacterial cytosine deaminase :"	"evolution and implications for anticancer gene therapy /"	"Gregory C. Ireton."	"Ireton, Gregory C."	"Ph. D."	"University of Washington"	"2003"	"040507s2003\\\\xx\a\\\\\bm\\\000\0\eng\d"	"xiii, 141 leaves :"		"http://hdl.handle.net/1773/5077;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3111085"	"55102717"
"Myc and Mad target genes /"		"Leonard Philip James."	"James, Leonard Philip,1970-"	"Ph. D."	"University of Washington"	"2000"	"010404s2000\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 155 leaves :"		"http://hdl.handle.net/1773/5093;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:9983494"	"46666094"
"Identification of putative Plasmodium falciparum mefloquine resistance genes /"		"Mara L. Jeffress."	"Jeffress, Mara L.,1971-"	"Ph. D."	"University of Washington"	"2004"	"050228s2004\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 172 leaves :"		"http://hdl.handle.net/1773/5101;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3139489"	"57763650"
"Genetic analysis of potassium channels in C. elegans /"		"Duncan Bruce Johnstone."	"Johnstone, Duncan Bruce."	"Ph. D."	"University of Washington"	"1999"	"000601s1999\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 149 leaves :"		"http://hdl.handle.net/1773/4983"	"44164523"
"Patterning the Drosophila eggshell and embryo through the interaction of the epidermal growth factor receptor and notch pathways /"		"Katherine C. Jordan."	"Jordan, Katherine C."	"Ph. D."	"University of Washington"	"2000"	"010419s2000\\\\xx\a\\\\\bm\\\000\0\eng\d"	"ii, 80 leaves :"		"http://hdl.handle.net/1773/5036;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:9983499"	"46781317"
"I. Structures of intron encoded homing endonucleases "	"and, II. Allosteric regulation of pyruvate kinase /"	"by Melissa Sue Jurica."	"Jurica, Melissa Sue."	"Ph. D."	"University of Washington"	"1999"	"000310s1999\\\\xx\a\\\\\bm\\\000\0\eng\d"	"x, 148 leaves :"		"http://hdl.handle.net/1773/5002;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:9936434"	"43611955"
"Dopamine and adenosine receptor function in adult and developing dopamine-deficient mice /"		"Douglas S. Kim."	"Kim, Douglas S.,1974-"	"Ph. D."	"University of Washington"	"2002"	"021212s2002\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 154 leaves :"		"http://hdl.handle.net/1773/5063"	"51213079"
"Contribution of the prgHIJK operon to the assembly of the SPI1 TTSS of Salmonella typhimurium /"		"Tyler Graham Kimbrough."	"Kimbrough, Tyler Graham."	"Ph. D."	"University of Washington"	"2002"	"021213s2002\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 102 leaves :"			"51219228"
"Pathogenic mechanisms of oncogenic and immunosuppressive feline leukemia viruses /"		"Adam Scott Lauring."	"Lauring, Adam Scott."	"Ph. D."	"University of Washington"	"2000"	"010606s2000\\\\xx\a\\\\\bm\\\000\0\eng\d"	"x, 175 leaves :"		"http://hdl.handle.net/1773/5105;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:9995397"	"47077799"
"Characterization of FH3-derived and MC29-derived Gag-Myc fusion proteins :"	"correlation of transcriptional repression and protein stability with cellular transformation /"	"Wendy Law."	"Law, Wendy,1970-"	"Ph. D."	"University of Washington"	"2000"	"010614s2000\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 144 leaves :"		"http://hdl.handle.net/1773/5069;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:9983507"	"47128619"
"Intestinal morphogenesis in the Caenorhabditis elegans embryo /"		"Benjamin Hong Nien Leung."	"Leung, Benjamin Hong Nien."	"Ph. D."	"University of Washington"	"2003"	"040203s2003\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 114 leaves :"		"http://hdl.handle.net/1773/5073;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3091028"	"54348176"
"Type VII phosphodiesterase in regulation of T cell function /"		"by Linsong Li."	"Li, Linsong,1962-"	"Ph. D."	"University of Washington"	"1999"	"000505s1999\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 92 leaves :"		"http://hdl.handle.net/1773/5042;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:9944143"	"43989379"
"Genetic and co-receptor characterization of viral diversity early in human immunodeficiency virus type 1 infection /"		"Elizabeth Michelle Long."	"Long, Elizabeth Michelle,1973-"	"Ph. D."	"University of Washington"	"2001"	"011001s2001\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 144 leaves :"		"http://hdl.handle.net/1773/4997;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3014095"	"48060572"
"Linkage mapping and molecular characterization of canine inherited eye diseases /"		"by Jennifer Kathryn Lowe."	"Lowe, Jennifer Kathryn."	"Ph. D."	"University of Washington"	"2002"	"021230s2002\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 98 leaves :"		"http://hdl.handle.net/1773/5054"	"51283847"
"AT-repeat polymorphisms of the human CTLA-4 gene :"	"associations with autoimmune diabetes and allele-specific variation of expression /"	"Robert M.J. Lowe."	"Lowe, Robert M. J.,1970-"	"Ph. D."	"University of Washington"	"2003"	"030903s2003\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 119 leaves :"		"http://hdl.handle.net/1773/5026;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3079234"	"52958598"
"Cysteine-scanning mutagenesis of the ligand-binding domain of cyclic nucleotide-gated channels /"		"Kimberly Irene Matulef."	"Matulef, Kimberly Irene."	"Ph. D."	"University of Washington"	"2002"	"021230s2002\\\\xx\a\\\\\bm\\\000\0\eng\d"	"x, 118 leaves :"		"http://hdl.handle.net/1773/5032"	"51283779"
"A comparative analysis of transcriptional alterations in long-lived insulin/IGF-1-like signaling mutants in Caenorhabditis elegans and Drosophila melanogaster /"		"Joshua J. McElwee."	"McElwee, Joshua J."	"Ph. D."	"University of Washington"	"2004"	"050531s2004\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 237 leaves :"		"http://hdl.handle.net/1773/4982;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3151642"	"60526468"
"Age-induced genomic instability in budding yeast /"		"Michael Andres McMurray."	"McMurray, Michael Andres."	"Ph. D."	"University of Washington"	"2004"	"050509s2004\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 245 leaves :"			"60329563"
"Cell-cell interactions and the specification of cell fates during C. elegans embryogenesis /"		"Katherine M. Mickey."	"Mickey, Katherine Morgan."	"Ph. D."	"University of Washington"	"2000"	"010507s2000\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 120 leaves :"		"http://hdl.handle.net/1773/5043;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:9983523"	"46889438"
"Characterization of germ plasm antibodies /"		"by Michael l. Morrison."	"Morrison, Michael L.,1966-"	"Ph. D."	"University of Washington"	"2000"	"010507s2000\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 89 leaves :"			"46889203"
"Genetic analysis of the amino terminus of spindle pole component spc110p /"		"Thu Xuan Thi Nguyen."	"Nguyen, Thu Xuan Thi."	"Ph. D."	"University of Washington"	"2000"	"010301s2000\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 134 leaves :"		"http://hdl.handle.net/1773/5085;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:9976033"	"46355230"
"Tracking antigen-specific immune responses in human infection and disease /"		"by Erik Joseph Novak."	"Novak, Erik Joseph,1972-"	"Ph. D."	"University of Washington"	"2001"	"011015s2001\\\\xx\a\\\\\bm\\\000\0\eng\d"	"x, 156 leaves :"		"http://hdl.handle.net/1773/5084;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3014103"	"48150641"
"Anoxia-induced suspended animation in Caenorhabditis elegans /"		"Todd Gregory Nystul."	"Nystul, Todd Gregory."	"Ph. D."	"University of Washington"	"2004"	"050112s2004\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 66 leaves :"		"http://hdl.handle.net/1773/5047;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3131213"	"57407939"
