245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"The prediction of college success from biographical data and self-ratings."			"Hebenstreit, Wolf-Ulrich J."	"M.S."	"University of Washington"		"890606s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"38 leaves"			"19822036"
"Social desirability in a two-chice personality scale,"		"by Max Lorraine Hillmer, Jr."	"Hillmer, Max Lorraine."	"M.S."	"University of Washington"		"890802s1958\\\\xx\a\\\\\bm\\\000\0\eng\d"	"20, [17] leaves"			"20113561"
"Comparability of factor structure of personality items under varied instructions,"		"by Max Lorraine Hillmer, Jr."	"Hillmer, Max Lorraine,1919-"	"Ph. D."	"University of Washington"		"890803s1960\\\\xx\a\\\\\bm\\\000\0\eng\d"	"82 leaves"			"20117060"
"Value and frequency as variables influencing perception in schizophrenics and normals."			"Hindley, John Parsons,1926-"	"Ph. D."	"University of Washington"		"890802s1958\\\\xx\a\\\\\bm\\\000\0\eng\d"	"71, [1] leaf"			"20114075"
"The general and primary factors in student evaluation of teaching ability."			"Hodgson, Thomas Francis,1923-"	"Ph. D."	"University of Washington"		"890803s1958\\\\xx\a\\\\\bm\\\000\0\eng\d"	"95, [1] leaf"			"20117044"
"An empirical investigation of the personality characteristics and attitudes of the parents of children who stutter."			"Holliday, Audrey R."	"Ph. D."	"University of Washington"		"890802s1957\\\\xx\a\\\\\bm\\\000\0\eng\d"	"92, [1] leaf"			"20114036"
"The effect of an increment in irrelevant drive on the performance of a partially learned response."			"Hoving, Kenneth Lee,1934-"	"M.S."	"University of Washington"		"890802s1960\\\\xx\a\\\\\bm\\\000\0\eng\d"	"54 leaves"			"20113578"
"The application of certain conditioning and handling techniques to the guidance of downstream migrant salmon."			"Johnson, Donald Everett,1913-"	"Ph. D."	"University of Washington"		"890802s1957\\\\xx\a\\\\\bm\\\000\0\eng\d"	"102, [1] leaf"			"20113954"
"Re-analysis of Mosier's factor analysis of neurotic items."			"Johnson, Richard Morton."	"M.S."	"University of Washington"		"890531s1958\\\\xx\a\\\\\bm\\\000\0\eng\d"	"55 leaves"			"19789095"
"Differential prediction with incomplete criterion data."			"Johnson, Richard Morton,1934-"	"Ph. D."	"University of Washington"		"890531s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"91, [1] leaf"			"19789527"
"A comparison of EPPS scores obtained from the standard forced-choice procedure and a rating-scale procedure."			"Karr, Chadwick,1919-"	"Ph. D."	"University of Washington"		"890531s1958\\\\xx\a\\\\\bm\\\000\0\eng\d"	"89, [1] leaf"		"http://hdl.handle.net/1773/9180;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:5901225"	"19789173"
"The social desirability factor in Edwards' PPS."			"Kelleher, Daniel."	"M.S."	"University of Washington"		"890531s1957\\\\xx\a\\\\\bm\\\000\0\eng\d"	"19 leaves"			"19788912"
"A study of the relationship between stress and performance during a speaking situation."			"Kelleher, Daniel,1930-"	"Ph. D."	"University of Washington"		"890531s1960\\\\xx\a\\\\\bm\\\000\0\eng\d"	"67, [2] leaves"			"19789576"
"A sequential analysis of bar-pressing behavior."			"Kinney, Glenn Carroll,1921-"	"Ph. D."	"University of Washington"		"890531s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"188, [1] leaf"			"19789497"
"The Edwards Personal Preference Schedule and academic achievement."			"Klett, Shirley Louise,1929-"	"Ph. D."	"University of Washington"		"890531s1957\\\\xx\a\\\\\bm\\\000\0\eng\d"	"75, [1] leaf"			"19788979"
"Successive visual discriminations in white rats."			"Kommers, Doris Barnes."	"M.S."	"University of Washington"		"890620s1957\\\\xx\a\\\\\bm\\\000\0\eng\d"	"28 leaves"			"19899472"
"A study of some personality attributes of independents and conformers."			"Levy, Leo,1928-"	"Ph. D."	"University of Washington"		"890710s1958\\\\xx\a\\\\\bm\\\000\0\eng\d"	"50, [1] leaf"			"19984530"
"An investigation of the effects of prior information upon persons subjected to an emotional appeal."			"Lewan, Paul C."	"M.S."	"University of Washington"		"890710s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"57 leaves"			"19984643"
