245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"Expressive struggles :"	"neoliberal temporalities and the social reproduction of feminized labor in South Korea /"	"Jiwoon Yulee."	"Yulee, Jiwoon,author."	"Ph. D."	"University of Washington"	"2018"	"190124t20182018waua\\\\obm\\s000\0\eng\d"	"1 online resource (210 pages) :"	"Ramamurthy, Priti,degree supervisor.http://www.wikidata.org/entity/Q105571885"	"http://hdl.handle.net/1773/42876"	"1083267785"
"The gendered landscape of Chinese forestry reform :"	"labor, narrative and resistance, 1950s-current /"	"Shuxuan Zhou."	"Zhou, Shuxuan,author."	"Ph. D."	"University of Washington"	"2017"	"170908t20172017waua\\\\obm\\s000\0\eng\d"	"1 online resource (xii, 196 pages) :"	"Welland, Sasha Su-Ling,1969-degree supervisor."	"http://hdl.handle.net/1773/39791"	"1003220974"
"Negotiating spectacle :"	"Florence Mills, Josephine Baker & Adelaide Hall : transnational black women's expressive culture, 1920-1935 /"	"Zakiya R. Adair."	"Adair, Zakiya R."	"Ph. D."	"University of Washington"	"2010"	"101006s2010\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iii, 109 leaves "		"http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3406131"	"668623992"
"The re-enchantment of feminism :"	"countering fundamentalisms, encountering the sacred /"	"Alka Arora."	"Arora, Alka,1976-"	"Ph. D."	"University of Washington"	"2008"	"090910s2008\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iii, 173 leaves "			"436237143"
"At home in globalization :"	"social reproduction, transnational migration and the circulating Indian household /"	"Amy Pradip Bhatt."	"Bhatt, Amy."	"Ph. D."	"University of Washington"	"2011"	"111024s2011\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 313 leaves :"		"http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3472079"	"758389815"
"More than just lab partners :"	"women scientists and engineers married and partnered to other scientists and engineers /"	"Brianna Blaser."	"Blaser, Brianna."	"Ph. D."	"University of Washington"	"2008"	"090127s2008\\\\xx\\\\\\\bm\\\000\0\eng\d"	"vii, 303 leaves "		"http://hdl.handle.net/1773/6396;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3318160"	"299780831"
"""I can think of a lot of stories."" :"	"shared knowledges, indigenous methodology and purposeful conversations with sixteen native women in Seattle /"	"Jeanette Bushnell."	"Bushnell, Jeanette Marie."	"Ph. D."	"University of Washington"	"2010"	"100615s2009\\\\xx\\\\\\\bm\\\000\0\eng\d"	"i, 301 leaves "		"http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3394273"	"641735904"
"'Punishment's twin' :"	"theorizing prisoner reentry for a politics of abolition /"	"Renée M. Byrd."	"Byrd, Renée M.,author."	"Ph. D."	"University of Washington"	"2013."	"140612t20132013wau\\\\\obm\\s000\0\eng\d"	"1 online resource (113 pages)"	"Allen, David G.(David Gordon),1948-degree supervisor."	"http://hdl.handle.net/1773/24096"	"881324664"
"Making it better for queer youth :"	"troubling (neo)liberal rhetorics of visibility and empowerment /"	"Calla Chancellor."	"Chancellor, Calla,author."	"Ph. D."	"University of Washington"	"2012"	"130723s2012\\\\xx\a\\\\obm\\\000\0\eng\d"	"1 online resource (v, 213 pages) :"	"Howard, Judith A.,1947 August 4-degree supervisor.http://www.wikidata.org/entity/Q107959168"	"http://hdl.handle.net/1773/21755"	"853577734"
"Making the most of university :"	"gender differences in early entrance students' talent development /"	"Sarah Childers."	"Childers, Sarah(Sarah Anne),1980-"	"M.A."	"University of Washington"	"2007"	"080624s2007\\\\xx\\\\\\\bm\\\000\0\eng\d"	"ii, 49 leaves "			"232580038"
"Chican@ artivistas :"	"East Los Angeles trenches, transborder tactics /"	"Martha E. Gonzalez."	"Gonzalez, Martha,author."	"Ph. D."	"University of Washington"	"2013."	"140612t20132013waua\\\\obm\\s000\0\eng\d"	"1 online resource (195 pages) :"	"Habell-Pallán, Michelle,degree supervisor.http://www.wikidata.org/entity/Q106512301"	"http://hdl.handle.net/1773/24095"	"881324392"
"Athletic girls :"	"external support, internal motivation, and advanced participation in sport /"	"Alyssa L. Hellrung."	"Hellrung, Alyssa L."	"Ph. D."	"University of Washington"	"2009"	"091202s2009\\\\xx\\\\\\\bm\\\000\0\eng\d"	"i, 112 leaves "		"http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3370498"	"472239784"
"Fractured mothering :"	"African American mothers at the crossroads of expectations and reality /"	"Mae C. Henderson."	"Henderson, Mae C."	"Ph. D."	"University of Washington"	"2006"	"070416s2006\\\\xx\\\\\\\bm\\\000\0\eng\d"	"vii, 141 leaves "		"http://hdl.handle.net/1773/6398;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3230762"	"123130116"
