245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"Viability assessment and ozone disinfection of Cryptosporidium parvum in drinking water /"		"by Julie M. Coffman."	"Coffman, Julia M."	"M.S."	"University of Washington"	"1989"	"900809s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 79 leaves :"			"22201866"
"Use of power balance to model converging flows in bilateral junctions for ventilation systems /"		"by James Patrick Curran."	"Curran, James Patrick."	"M.S."	"University of Washington"	"1990"	"901226s1990\\\\xx\a\\\\\bm\\\000\0\eng\d"	"viii, 136 leaves :"			"22899140"
"The chronic effects of occupational smoke exposure on pulmonary function in Seattle firefighters /"		"by Nicholas A. Davenport."	"Davenport, Nicholas A."	"M.P.H."	"University of Washington"	"1991"	"920331s1991\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 57 leaves :"			"25567037"
"An ergonomic job analysis of musculoskeletal problems in the printing industry /"		"by Pamela J. Deutsch."	"Deutsch, Pamela J."	"M.S."	"University of Washington"	"1990"	"910619s1990\\\\xx\\\\\\\bm\\\000\0\eng\d"	"v, 80 leaves "			"23957656"
"Comparative studies on porphobilinogen deaminase in liver, kidney, and blood cells /"		"by Rebecca L. Doe."	"Doe, Rebecca L."	"M.S."	"University of Washington"	"1988"	"890905s1988\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 54 leaves :"			"20301024"
"Surveillance testing of hazardous waste workers /"		"by Anthony C. D'Silva."	"D'Silva, Anthony C."	"M.P.H."	"University of Washington"	"1992"	"930329s1992\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iii, 17 leaves "			"27820113"
"Investigation of the relationship between contaminant concentration and blood/air phase distribution behavior /"		"by Christoph Enderlein."	"Enderlein, Christoph."	"M.S."	"University of Washington"	"1991"	"920129s1991\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 55 leaves :"			"25183020"
"Modulation of muscarinic receptor subtypes in rat brain and T-lymphocytes following prolonged exposure to an organophosphate /"		"by Barbara E. Fitzgerald."	"Fitzgerald, Barbara E."	"M.S."	"University of Washington"	"1991"	"920211s1991\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 80 leaves :"			"25260323"
"A study of differences in frequencies of accidental injuries by class of vessel and occupational category within the National Oceanic and Atmospheric Administration /"		"by Debra M. Flagg."	"Flagg, Debra M."	"M.S."	"University of Washington"	"1989"	"900810s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 51 leaves :"			"22206258"
"Evaluation of the transport and impacts of landfill emissions by continuous monitoring of community air /"		"by Debra Jean Forslund."	"Forslund, Debra Jean."	"M.S."	"University of Washington"	"1991"	"920519s1991\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 118 leaves :"			"25846072"
"Development of a fluorescent tracer technique to evaluate pesticide exposure in orchard spraying operations /"		"by Eugene H. Gallagher."	"Gallagher, Eugene H."	"M.S."	"University of Washington"	"1989"	"900725s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 61 leaves :"			"22144503"
"Turbulent diffusion modeling in an indoor environment /"		"by William T. Geer."	"Geer, William T."	"M.S."	"University of Washington"	"1992"	"920803s1992\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 111 leaves :"			"26323495"
"Dustbowls, disease, and the New Deal :"	"the Farm Security Administration Migrant Health Programs 1935-1945 /"	"by Michael Ross Grey."	"Grey, Michael Ross."	"M.P.H."	"University of Washington"	"1989"	"900525s1989\\\\xx\\\\\\\bm\\\000\0\eng\d"	"v, 63 leaves "			"21591229"
"The role of metabolism in hydralazine developmental toxicity in vitro /"		"by Bradley Almon Grimsted."	"Grimsted, Bradley Almon."	"M.S."	"University of Washington"	"1988"	"890911s1988\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 71 leaves :"			"20324971"
"Biomonitoring of toluene exposure in auto body painters :"	"an educational and motivational study incorporating personal protective equipment to reduce solvent exposure /"	"by Bruce Scott Hall."	"Hall, Bruce Scott."	"M.S."	"University of Washington"	"1989"	"900426s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 77 leaves :"			"21434006"
"The effects of dietary 2(3)-Tert- butyl-4-hydroxyanisole(BHA) on the enzymes of hepatic glutathione biosynthesis in mice /"		"by Denise M. Hamel."	"Hamel, Denise M."	"M.S."	"University of Washington"	"1988"	"890913s1988\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 60 leaves :"			"20335338"
"A system for exposing cell cultures to sulfuric acid aerosol /"		"by Peter J. Hamlin."	"Hamlin, Peter J."	"M.S."	"University of Washington"	"1992"	"930512s1992\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 58 leaves :"			"28094658"
"Sulfur dioxide ethnicity study :"	"comparing pulmonary and nasal function upon exposure to sulfur dioxide of African-American and Caucasian asthmatic males /"	"by Shannon K. Heath."	"Heath, Shannon K."	"M.S."	"University of Washington"	"1992"	"921203s1992\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 57 leaves :"			"27056667"
"Determination of aflatoxin B1 metabolism and binding to hepatic macromolecules in rat, ethoxyquin treated rat, and human precision liver slices /"		"by John T. Heinonen."	"Heinonen, John T."	"M.S."	"University of Washington"	"1992"	"930519s1992\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 59 leaves :"			"28132037"
"Environmental and demographic predictors of blood lead levels in children /"		"by Marthlyn Jones."	"Jones, Marthlyn."	"M.P.H."	"University of Washington"	"1992"	"930524s1992\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 110 leaves :"			"28155342"
"Assessment of exposure to organophosphorus insecticides in farmworkers /"		"by Catherine J. Karr."	"Karr, Catherine J."	"M.S."	"University of Washington"	"1989"	"900725s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 75 leaves :"			"22144560"
"Detection of cardiac arrhythmias during maximal exertion in a controlled exposure to bromochlorodifluoromethane /"		"by Joel Kaufman."	"Kaufman, Joel D."	"M.P.H."	"University of Washington"	"1990"	"910211s1990\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 27 leaves :"			"23087295"
"Self-reported pesticide poisonings in Leon, Nicaragua :"	"report of a survey /"	"by Matthew Charles Keifer."	"Keifer, Matthew Charles."	"M.P.H."	"University of Washington"	"1989"	"900807s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 52 leaves :"			"22193338"
"A comparison of two methods for measuring solvent concentrations in breath /"		"by John Kelly."	"Kelly, John."	"M.S."	"University of Washington"	"1990"	"910604s1990\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 48 leaves :"			"23883089"
"Progress in the assay of volatile organic compounds in breath /"		"by Stuart D. Kent."	"Kent, Stuart D."	"M.S."	"University of Washington"	"1991"	"910910s1991\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 117 leaves :"			"24353870"
"Comparisons of methods for determining potency of developmental toxicants /"		"by Mona R. Kimbell."	"Kimbell, Mona R."	"M.S."	"University of Washington"	"1991"	"920409s1991\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 112 leaves :"			"25620212"
"Ethanol inhibits muscarinic receptor-stimulated phosphoinositide metabolism and calcium mobilization in rat primary cortical cultures /"		"by Kathryn Ann Kovacs."	"Kovacs, Kathryn Ann."	"M.S."	"University of Washington"	"1992"	"930505s1992\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 41 leaves :"			"28050847"
"Characterization of a head dome for human exposures to ambient and occupational airborn contaminants /"		"by Karl Kuntz."	"Kuntz, Karl."	"M.S."	"University of Washington"	"1990"	"910604s1990\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 53 leaves :"			"23883062"
"The effects of exogenous growth factors on differentiation :"	"an in vitro investigation using primary embryonic limb and CNS cell cultures /"	"by Denise M. Laflamme."	"Laflamme, Denise M."	"M.S."	"University of Washington"	"1990"	"910604s1990\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 86 leaves :"			"23883136"
"Comparison of body burdens produced by inhalation and dermal exposure to xylene /"		"by Tia M. Leber."	"Leber, Tia M."	"M.S."	"University of Washington"	"1990"	"910808s1990\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 45 leaves :"			"24202753"
"Descriptive study of styrene exposure and biological monitoring in three fiberglass-reinforced plastics plants in western Washington /"		"by Kristy N. Loreen."	"Loreen, Kristy N."	"M.S."	"University of Washington"	"1990"	"910821s1990\\\\xx\a\\\\\bm\\\000\0\eng\d"	"ix, 115 leaves :"			"24268097"
"Prevalence of Giardia and Cryptosporidium in wild mammals of the closed Cedar river watershed /"		"by Lewis E. MacCarter."	"MacCarter, Lewis E."	"M.P.H."	"University of Washington"	"1992"	"920903s1992\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 80 leaves :"			"26534170"
"Evaluation of erythrocyte Na/K-ATPase as a marker for neurotoxicity /"		"by William E. Maier."	"Maier, William E."	"M.S."	"University of Washington"	"1988"	"891003s1988\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 50 leaves :"			"20432280"
"Formaldehyde exposure from dental instrument sterilizers /"		"by Calvin Brace Martin."	"Martin, Calvin Brace."	"M.S."	"University of Washington"	"1990"	"910617s1990\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iv, 50 leaves "			"23945468"
"Upper and lower respiratory effects of ozone in asthmatic and nonasthmatic individuals /"		"by David E. McBride."	"McBride, David E."	"M.S."	"University of Washington"	"1991"	"920226s1991\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 62 leaves :"			"25350551"
"Pressure loss of air flowing into square and rectangular hoods /"		"by Hugh Edward McLoone."	"McLoone, Hugh Edward."	"M.S."	"University of Washington"	"1990"	"910712s1990\\\\xx\a\\\\\bm\\\000\0\eng\d"	"xi, 152 leaves :"			"24061771"
"Substrate specific inhibition of rat liver cytosolic glutathione S-transferase isozymes by chalcone /"		"by Karyn D. Michelson."	"Michelson, Karyn D."	"M.S."	"University of Washington"	"1989"	"900622s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 48 leaves :"			"21898500"
"Diatomaceous earth :"	"a comparison of modern and historical dust sampling methods /"	"by John A. Montgomery."	"Montgomery, John A."	"M.S."	"University of Washington"	"1989"	"900807s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 65 leaves :"			"22193355"
"Breath monitoring following absorption of toluene :"	"a comparison of percutaneous and pulmonary routes of exposure /"	"by Gavin James Murray."	"Murray, Gavin James."	"M.S."	"University of Washington"	"1988"	"890906s1988\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 85 leaves :"			"20306276"
"A survey of Washington state workers' compensation claims filed for non-malignant asbestos-related disease 1982-1986 /"		"by Courtney Macarl Nevitt."	"Nevitt, Courtney Macarl."	"M.P.H."	"University of Washington"	"1989"	"900730s1989\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iv, 67 leaves "			"22158948"
"Soluble antigens in Giardia infections /"		"by Theresa Eagan Packard."	"Packard, Teresa Eagan."	"M.S."	"University of Washington"	"1991"	"920406s1991\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 108 leaves :"			"25599846"
"Breakthrough characteristics of carbon cloth exposed to atmospheres of trichloroethylene /"		"by David R. Pearsall."	"Pearsall, David R."	"M.S."	"University of Washington"	"1989"	"900802s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 58 leaves :"			"22172269"
"Predicting volatile organic compound emissions from in-vessel municipal solid waste composting /"		"by Ralph A. Perona."	"Perona, Ralph A."	"M.S."	"University of Washington"	"1992"	"930223s1992\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 84 leaves :"			"27498312"
"The control of Cryptosporidium oocysts by granular media filtration /"		"by Julie Proctor."	"Proctor, Julie."	"M.S."	"University of Washington"	"1990"	"910322s1990\\\\xx\a\\\\\bm\\\000\0\eng\d"	"viii, 60 leaves :"			"23283168"
"Short-term variability in leachate quality at two locations within a municipal landfill /"		"by Nancy Ragle."	"Ragle, Nancy."	"M.S."	"University of Washington"	"1992"	"921217s1992\\\\xx\a\\\\\bm\\\000\0\eng\d"	"ix, 122 leaves :"			"27137720"
