245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"Changes in community composition and ecosystem processes associated with biological invasions :"	"impacts of Zostera japonica in the marine intertidal zone /"	"by Daniel Roland Hahn."	"Hahn, Daniel Roland."	"Ph. D."	"University of Washington"	"2003"	"031020s2003\\\\xx\a\\\\\bm\\\000\0\eng\c"	"vii, 160 leaves :"		"http://hdl.handle.net/1773/5194;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3091001"	"53238341"
"Elevated maternal corticosterone alters offspring development, physiology, and behavior in quail /"		"Lisa Shelby Hayward."	"Hayward, Lisa Shelby."	"Ph. D."	"University of Washington"	"2004"	"050510s2004\\\\xx\a\\\\\bm\\\000\0\eng\c"	"x, 83 leaves :"		"http://hdl.handle.net/1773/5121;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3151611"	"60339751"
"Antennal mechanosensory circuits in insect flight control /"		"Armin J. Hinterwirth."	"Hinterwirth, Armin J."	"Ph. D."	"University of Washington"	"2010"	"111201s2010\\\\xx\a\\\\\bm\\\000\0\eng\c"	"ix, 122 pages :"		"http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3443228"	"765670457"
"Linking species to ecosystems :"	"effects of spawning salmon on aquatic ecosystem function in Bristol Bay, Alaska /"	"Gordon William Holtgrieve."	"Holtgrieve, Gordon W.(Gordon William)"	"Ph. D."	"University of Washington"	"2009"	"101216s2009\\\\xx\ab\\\\bm\\\000\0\eng\d"	"xii, 169 pages :"		"http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3394265"	"693412235"
"Plant behavior and patch-level resilience in the habitat-forming seagrass Zostera marina /"		"Micah Jason Horwith."	"Horwith, Micah Jason."	"Ph. D."	"University of Washington"	"2011"	"120216s2011\\\\xx\a\\\\\bm\\\000\0\eng\c"	"iii, 54 leaves :"		"http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3485405"	"777056523"
"The paleobiology of South African therocephalian therapsids (Amniota, Synapsida) and the effects of the end-Permian extinction on size, growth, and bone microstructure /"		"Adam Keith Huttenlocker."	"Huttenlocker, Adam Keith,author."	"Ph. D."	"University of Washington"	"2013."	"140623t20132013wauab\\\obm\\s000\0\eng\c"	"1 online resource (xii, 414 pages) :"	"Sidor, Christian A.,degree supervisor.http://www.wikidata.org/entity/Q5110135"	"http://hdl.handle.net/1773/24299"	"881652787"
"Evidence for sex-dependent selection in the song system of the stripe-headed sparrow, Peucaea r. ruficauda /"		"Anya E. Illes."	"Illes, Anya E."	"Ph. D."	"University of Washington"	"2011"	"120820s2011\\\\xx\ab\\\\bm\\\000\0\eng\c"	"v, 118 pages :"		"http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3501871"	"807005899"
"Functions of Cdk1-cyclin B in regulating the early embryonic mitoses in Drosophila /"		"Jun-Yuan Ji."	"Ji, Jun-Yuan,1971-"	"Ph. D."	"University of Washington"	"2003"	"040412s2003\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 160 leaves :"		"http://hdl.handle.net/1773/5124;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3111086"	"54937286"
"The endocrinology and evolution of tropical social wasps :"	"from casteless groups to high societies /"	"Hans Kelstrup."	"Kelstrup, Hans,1979-author."	"Ph. D."	"University of Washington"	"2012"	"130816t20122012xx\a\\\\obm\\\000\0\eng\c"	"1 online resource (182 pages) :"	"Riddiford, L. M.(Lynn M.),degree supervisor."	"http://hdl.handle.net/1773/22444;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3553294"	"855927182"
"Predicting the unpredictable :"	"mammalian responses to fragmentation /"	"Andrew James Kosydar."	"Kosydar, Andrew James."	"Ph. D."	"University of Washington"	"2010"	"101227s2010\\\\xx\ab\\\\bm\\\000\0\eng\d"	"20, 2 [i.e. 33], 29 leaves :"	"Conquest, Loveday L.(Loveday Loyce);Tewksbury, Joshua J."	"http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3421813"	"694375765"
