245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"NOx reduction in black liquor fuel gas combustion for gas turbine applications /"		"Marcel D. Berz."	"Berz, Marcel D."	"M.S.M.E."	"University of Washington"	"1995"	"950721s1995\\\\xx\a\\\\\bm\\\000\0\eng\d"	"xii, 130 leaves :"			"32860153"
"A design overview of an acoustic refrigerator /"		"James Bremner."	"Bremner, James(James Daniel)"	"M.S.M.E."	"University of Washington"	"1994"	"940628s1994\\\\xx\a\\\\\bm\\\000\0\eng\d"	"x, 88 leaves :"			"30680677"
"Comparison of a kettle type with an internal flue type of automatic gas storage water heater."			"Linde, Carl Arthur."	"B.S. in M.E."	"University of Washington"		"080520s1933\\\\xx\\\\\\\m\\\\000\0\eng\d"	"40 leaves"			"228409241"
"Electric parking meter."			"Lysons, Hilton H."	"B.S.M.E."	"University of Washington"		"080520s1937\\\\xx\\\\\\\m\\\\000\0\eng\d"	"14 leaves"			"228409380"
"Investigation of the effect of copper on cast-iron welds."			"Mason, Dean Daniel."	"B.S. in M.E."	"University of Washington"		"080520s1937\\\\xx\\\\\\\m\\\\000\0\eng\d"	"ii, 25 numb leaves"			"228409046"
"Study of high temperature, low pressure, steam."			"McCullough, Joseph John."	"B.S.M.E."	"University of Washington"		"080520s1934\\\\xx\\\\\\\m\\\\000\0\eng\d"	"20 leaves"			"228409385"
"Efficiencies of concrete diffusers."			"McIntosh, William Wallace."	"B.S.M.E."	"University of Washington"		"080520s1933\\\\xx\\\\\\\m\\\\000\0\eng\d"	"22 leaves"			"228409361"
"Observations on the testing of the Diesel engine of the M.S. Catalyst."			"Melder, Frank Steavenson."	"B.S. in M.E."	"University of Washington"		"080520s1936\\\\xx\\\\\\\m\\\\000\0\eng\d"	"27 leaves"			"228409706"
"Static-dynamic balancing machine."			"Mills, Blake David."	"B.S. in M.E."	"University of Washington"		"080520s1934\\\\xx\\\\\\\m\\\\000\0\eng\d"	"ii, 17 leaves"			"228409692"
"Observations on the conversion of a gasoline engine to a Diesel oil operation."			"Moore, Bennett Edward."	"B.S. in M.E."	"University of Washington"		"080520s1935\\\\xx\\\\\\\m\\\\000\0\eng\d"	"i, 23 leaves"			"228409707"
"Centrifugal fans."			"Morrissey, George Francis, jr."	"B.S. in M.E."	"University of Washington"		"080520s1934\\\\xx\\\\\\\m\\\\000\0\eng\d"	"38 leaves"			"228409738"
"Investigation of apparatus for the conversion of engines having spark ignition from gasoline to oil fuel."			"Neff, Jack Irving."	"B.S. in M.E."	"University of Washington"		"080520s1932\\\\xx\\\\\\\m\\\\000\0\eng\d"	"28 leaves"			"228409683"
"An analysis of the electromagnetic dent removal process /"		"Anders M. Brown."	"Brown, Anders M."	"M.S.M.E."	"University of Washington"	"1994"	"941025s1994\\\\xx\a\\\\\bm\\\000\0\eng\d"	"ix, 101 leaves :"			"31355346"
"Capabilities of the single mode fiber-optic interferometer for monitoring resonant microcantilevers /"		"by Kelly Bruland."	"Bruland, Kelly."	"M.S.M.E."	"University of Washington"	"1994"	"940714s1994\\\\xx\a\\\\\bm\\\000\0\eng\d"	"xi, 103 leaves :"			"30762189"
"NOx formation in lean-premixed combustion of liquid hydrocarbons /"		"Scott A. Capehart."	"Capehart, Scott A."	"M.S.M.E."	"University of Washington"	"1995"	"960717s1995\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 86 leaves :"			"35097232"
"An investigation of the turbulence caused by localizing roughness and suction in incompressible boundary layers in relation to bleed roughness modeling /"		"Chong M. Cha."	"Cha, Chong M."	"M.S.M.E."	"University of Washington"	"1995"	"951024s1995\\\\xx\a\\\\\bm\\\000\0\eng\d"	"x, 141 leaves :"			"33353642"
"The development of a multimedia-based educational tool /"		"Dao-liang Chou."	"Chou, Dao-liang."	"M.S.M.E."	"University of Washington"	"1994"	"950421s1994\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iii, 66 leaves :"			"32351295"
"Coplanar inverted pendulum and pivot arm :"	"a novel ""cart/inverted pendulum"" experiment for controls education /"	"Karl Chrisman."	"Chrisman, Karl."	"M.S.M.E."	"University of Washington"	"1994"	"941027s1994\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 148 leaves :"			"31368217"
"An engineering model of finite-rate mixing and chemical kinetics for scramjet combustors /"		"Seri Chumchuen."	"Chumchuen, Seri."	"M.S.M.E."	"University of Washington"	"1994"	"950426s1994\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 95 leaves :"			"32373116"
"Modeling the girth welding process :"	"distortions and residual stresses /"	"Michael E. Cohen."	"Cohen, Michael E.(Michael Ethan)"	"M.S.M.E."	"University of Washington"	"1994"	"950426s1994\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 108 leaves :"			"32373182"
"Implementation of discrete-time repetitive and learning controllers for full state tracking /"		"Michael K. Colby."	"Colby, Michael K."	"M.S.M.E."	"University of Washington"	"1995"	"960425s1995\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 110 leaves :"			"34632838"
"Measurement of N2O as a product of the NCO + NO reaction /"		"by Wei Cui."	"Cui, Wei."	"M.S.M.E."	"University of Washington"	"1994"	"950124s1994\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 100 leaves :"			"31878037"
"Road testing 1933-model low-priced automobiles."			"Newberg, William Charles."	"B.S. in M.E."	"University of Washington"		"080520s1933\\\\xx\\\\\\\m\\\\000\0\eng\d"	"iii, 59 leaves"			"228409889"
"Determination of the cause of the formation of blow holes in cast iron."			"Norrie, Robert Charles."	"B.S.M.E."	"University of Washington"		"080520s1932\\\\xx\\\\\\\m\\\\000\0\eng\d"	"21 leaves"			"228409274"
"New and used automotive motor oils."			"Ober, Goodwin Leo."	"B.S. in M.E."	"University of Washington"		"080520s1935\\\\xx\\\\\\\m\\\\000\0\eng\d"	"24 leaves"			"228409651"
"Investigation of the application of an oil fuel injection system with spark ignition to an existing gasoline engine."			"O'Neill, Robert Stanley."	"B.S. in M.E."	"University of Washington"		"080520s1932\\\\xx\\\\\\\m\\\\000\0\eng\d"	"21 leaves"			"228409688"
"Exhaust gas analysis of an Atlas imperial Diesel engine."			"Parken, Edward Arthur."	"B.S. in M.E."	"University of Washington"		"080520s1932\\\\xx\\\\\\\m\\\\000\0\eng\d"	"27 leaves"			"228409708"
"Investigation of the losses resulting from steam flowing at high velocities through bends in pipe."			"Patrick, James George."	"B.S.M.E."	"University of Washington"		"080520s1933\\\\xx\\\\\\\m\\\\000\0\eng\d"	"17 leaves"			"228409371"
"Permanent growth characteristics of copper alloy cast iron."			"Pearl, Don Chester."	"B.S.M.E."	"University of Washington"		"080520s1937\\\\xx\\\\\\\m\\\\000\0\eng\d"	"ii, 32 leaves"			"228409356"
"Investigation of the plasticity of copper under varying pressures."			"Pesce, Modesto Vincent."	"B.S.M.E."	"University of Washington"		"080520s1933\\\\xx\\\\\\\m\\\\000\0\eng\d"	"iv, 31 leaves"			"228409347"
"Photoelastic study of an eccentric tension member."			"Placek, Earl Wayne."	"B.S.M.E."	"University of Washington"		"080520s1937\\\\xx\\\\\\\m\\\\000\0\eng\d"	"ii, 23 leaves"			"228409343"
