245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"Le drame de Massinger:"	"Selected chapters from the study of Maurice Chelli:"	"Translation and introduction ..."	"Robb, Marian Stuart."	"M.A."	"University of Washington"		"890609s1929\\\\xx\\\\\\\bm\\\000\0\fre\d"	"257 leaves"			"19839746"
"The aesthetic principles of Matthew Arnold ..."			"Rohrer, Esther Jane."	"M.A."	"University of Washington"		"890605s1930\\\\xx\\\\\\\bm\\\000\0\eng\d"	"57 leaves"			"19816932"
"Studies on the sources of Charles Reade's the Cloister and the hearth ..."			"Rosenstein, Sophie."	"M.A."	"University of Washington"		"890607s1929\\\\xx\\\\\\\bm\\\000\0\eng\d"	"108 leaves"			"19827187"
"Pre-Shakespearian and Shakespearian ghost ..."			"Schofield, Mary Gwendolyn."	"M.A."	"University of Washington"		"890622s1931\\\\xx\\\\\\\bm\\\000\0\eng\d"	"100 leaves"			"19909890"
"The short story technic of O. Henry ..."			"Sheehan, Paul Vincent."	"M.A."	"University of Washington"		"890605s1929\\\\xx\\\\\\\bm\\\000\0\eng\d"	"40 leaves"			"19817122"
"A consideration of conscious literary treatments in the development of the legendary Robin Hood material ..."			"Sherwood, Winifred."	"M.A."	"University of Washington"		"890710s1931\\\\xx\\\\\\\bm\\\000\0\eng\d"	"ii leaves, 1 leaf, 117 leaves"			"19984101"
"Charles Brockden Brown ..."			"Stead, George Albert."				"901108s1930\\\\xx\\\\\\\bm\\\000\0\eng\d"	"103 leaves"			"22651796"
"The peasant rebellion of 1381 in history and literature ..."			"Stokes, Margaret Ruth."	"M.A."	"University of Washington"		"890712s1929\\\\xx\\\\\\\m\\\\000\0\eng\d"	"60 leaves"			"19994798"
"Sidney Lanier and his poetry ..."			"Strain, Jennie."	"M.A."	"University of Washington"		"890710s1930\\\\xx\\\\\\\bm\\\000\0\eng\d"	"55 leaves"			"19984069"
"The poetic theory and practice of Walt Whitman ..."			"Thompson, Aletha."	"M.A."	"University of Washington"		"890725s1930\\\\xx\\\\\\\bm\\\000\0\eng\d"	"69 leaves"			"20065152"
"The implied social philosophy in the prose romances of William Morris ..."			"Turner, Esther Hadassah Scott,1903-"	"M.A."	"University of Washington"		"890711s1931\\\\xx\\\\\\\bm\\\000\0\eng\d"	"120 leaves"			"19990354"
"Gower's ""Vox clamantis"" as a satire on English society ..."			"Vernon, Elleanor Eugenia."	"M.A."	"University of Washington"		"890711s1931\\\\xx\\\\\\\m\\\\000\0\eng\d"	"iv, 65 leaves"			"19990097"
"The inveterate romanticism of Hamlin Garland ..."			"Wehr, Olive Cummings."	"M.A."	"University of Washington"		"890725s1931\\\\xx\\\\\\\bm\\\000\0\eng\d"	"79 leaves"			"20065104"
"The sociological novel of the 1890's"	"its background and theory of social reform ..."		"Wheeler, Wallace Bert,author."	"M.A."	"University of Washington"	"1931"	"890725s1931\\\\xx\\\\\\\bm\\\000\0\eng\d"	"82 leaves"			"20064918"
"Wordsworth and Whitman - The difference between their democratic conceptions ..."			"Whittaker, Anne Campbell."	"M.A."	"University of Washington"		"890711s1930\\\\xx\\\\\\\bm\\\000\0\eng\d"	"85 leaves"			"19990208"
"Studies in Peel's ""The Old wives tale"" ..."			"Whyte, Eugene Springer."	"M.A."	"University of Washington"		"890622s1930\\\\xx\a\\\\\bm\\\000\0\eng\d"	"86 leaves"			"19910030"
"John Wilmot, Earl of Rochester, as a literary patron ..."			"Williams, Weldon Miles,1896-"	"M.A."	"University of Washington"		"890622s1929\\\\xx\\\\\\\bm\\\000\0\eng\d"	"92 leaves"			"19909994"
"A critical analysis and evaluation of the theories dealing with the etiology and therapy of stuttering ..."			"Walthew, Margaret Ellen."	"M.A."	"University of Washington"		"890713s1935\\\\xx\\\\\\\bm\\\000\0\eng\d"	"139 leaves"			"20001994"
"The politics of John Milton ..."			"Winston, Alexander Porter."	"M.A."	"University of Washington"		"890711s1932\\\\xx\\\\\\\bm\\\000\0\eng\d"	"70 leaves"			"19990153"
"Did Shakespeare purge Ben? ..."			"Wolf, Margaret Elizabeth."	"M.A."	"University of Washington"		"890622s1934\\\\xx\\\\\\\bm\\\000\0\eng\d"	"88 leaves"			"19910170"
"The tragedies of Shakespeare in the light of renaissance criticism ..."			"Wu, Paul Yen-Lung."	"M.A."	"University of Washington"		"890713s1935\\\\xx\\\\\\\bm\\\000\0\eng\d"	"57 leaves"			"20002259"
"Wordsworth's critical judgment ..."			"Wynn-Jones, Thomas Watkin."	"Ph. D."	"University of Washington"		"890713s1935\\\\xx\\\\\\\bm\\\000\0\eng\d"	"154 leaves"			"20001340"
"The sonnets of John Keats:"	"a critical and comparative study in versecraft ..."		"Zillman, Lawrence John,1902-1990."	"Ph. D."	"University of Washington"		"890612s1936\\\\xx\a\\\\\bm\\\000\0\eng\d"	"254 leaves, 1 leaf including tables"		"http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:DP16280"	"19851064"
"André le Chapelain and his relation to courtly love ..."			"Baker, Mary Catherine."	"M.A."	"University of Washington"		"890626s1935\\\\xx\\\\\\\bm\\\000\0\eng\d"	"262 leaves"			"19926554"
"Demonstration materials for use in teaching extempore speaking with analyses and proposed methods for adaptation to course procedure."			"Bixby, Mary Elizabeth."	"M.A."	"University of Washington"		"890609s1936\\\\xx\a\\\\\bm\\\000\0\eng\d"	"ii leaves, 2 leaves, 2-123 leaves"			"19840668"
"The perfectionism of John Humphrey Noyes in relation to its social background ..."			"Blankenship, Russell."	"Ph. D."	"University of Washington"		"890607s1935\\\\xx\f\\\\\bm\\\000\0\eng\d"	"iii leaves, 1 leaf, 244 leaves including plates"		"http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:DP16279"	"19826932"
"An analysis of the boy characters in Shakespeare's plays ..."			"Bosley, Donald Reno."	"M.A."	"University of Washington"		"890612s1934\\\\xx\\\\\\\bm\\\000\0\eng\d"	"108 leaves"			"19850528"
"Andrew Jackson"	"an historical drama in nine scenes."		"Bowmer, Angus L."				"800617s1932\\\\wau\\\\\\\\\\\000\0\eng\d"	"150 leaves"			"6433232"
"The growth of Shakespeare's art in portraying feminine character in the tragedies ..."			"Brian, Clara."	"M.A."	"University of Washington"		"890801s1933\\\\xx\\\\\\\bm\\\000\0\eng\d"	"164 leaves"			"20108515"
"Aesthetic implications of seventeenth century literary criticism in England ..."			"Brix, Egbert Anton."	"M.A."	"University of Washington"		"890609s1935\\\\xx\\\\\\\bm\\\000\0\eng\d"	"97 leaves"			"19840064"
