245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"A study of urban park history in Japan :"	"the resourceful use of nature in the city /"	"by Marsha Tolon."	"Tolon, Marsha."	"M. Landsc. Arch."	"University of Washington"	"1988"	"890828s1988\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 100 leaves :"			"20270267"
"A study of elements contributing to the successful of urban waterfront development :"	"a comparative study of the modern North American urban waterfront /"	"by Wichada Treepoonpon."	"Treepoonpon, Wichada."	"M. Landsc. Arch."	"University of Washington"	"1991"	"920304s1991\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 144 leaves :"			"25392353"
"Perception of rural character in a suburbanizing small town landscape /"		"by Nancy Eileen Tucker."	"Tucker, Nancy Eileen."	"M. Lands. Arch."	"University of Washington"	"1991"	"920203s1991\\\\xx\ab\\\\bm\\\000\0\eng\d"	"vi, 141 leaves :"			"25210806"
"The art and landscape of Roberto Burle Marx--the last twenty years /"		"by Mary Allerton Tudor."	"Tudor, Mary Allerton."	"M. Landsc. Arch."	"University of Washington"	"1989"	"900807s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"xi, 166 leaves :"			"22191059"
"A visual resource assessment model for regional landscapes /"		"by Julia Allen Grothaus Vea."	"Vea, Julia Allen Grothaus."	"M. Landsc. Arch."	"University of Washington"	"1986"	"860923s1986\\\\xx\abf\\\bm\\\000\0\eng\d"	"iii, 172 leaves, 1 unnumbered leaf of plates :"			"14254839"
"An investigation of park-like median strips /"		"by Mark William Vlasic."	"Vlasic, Mark William."	"M. Landsc. Arch."	"University of Washington"	"1989"	"900222s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"xi, 134 leaves :"			"21110512"
"The Presidio of San Francisco :"	"culture and landscape /"	"by Deborah Lee Walker."	"Walker, Deborah Lee."	"M. Landsc. Arch."	"University of Washington"	"1993"	"930922s1993\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 111 leaves (some folded) :"			"28873843"
"Urban stream enhancement :"	"where to start? /"	"by Judith R. Walker."	"Walker, Judith R."	"M. Landsc. Arch."	"University of Washington"	"1992"	"930712s1992\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 84 leaves (1 folded) :"			"28436938"
"The experience of meaning in the landscape :"	"Jens Jensen and the prairie idea /"	"by Curt Warber."	"Warber, Curt."	"M. Landsc. Arch."	"University of Washington"	"1992"	"930329s1992\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 108 leaves :"			"27821941"
"Dairy farm design in western Washington /"		"by Charles A. Warsinske."	"Warsinske, Charles A."	"M. Landsc. Arch."	"University of Washington"	"1982"	"820813s1982\\\\xx\ab\\\\bm\\\000\0\eng\d"	"vii, 146 leaves :"			"8685274"
"The role and function of the Geographic Information System for the management of natural resources in the National Park Service /"		"by Dirk Wascher."	"Wascher, Dirk M."	"M. Landsc. Arch."	"University of Washington"	"1989"	"900221s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 181 leaves :"			"21104326"
"Incorporating stormwater detention into parks with multiple-use amenities :"	"two case studies /"	"by Mary M. Weber."	"Weber, Mary M."	"M. Landsc. Arch."	"University of Washington"	"1991"	"911017s1991\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 98 leaves :"			"24580769"
"The contemporary urban plaza :"	"a case study of Portland's Pioneer courthouse square /"	"by Lynnette R. Weigand."	"Weigand, Lynnette R."	"M. Landsc. Arch."	"University of Washington"	"1993"	"930924s1993\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iii, 116 leaves :"			"28886866"
"Landscape views and stress response in the prison environment /"		"by Marcia June West."	"West, Marcia June."	"M. Landsc. Arch."	"University of Washington"	"1986"	"860311s1986\\\\xx\ae\\\\bm\\\000\0\eng\d"	"vi, 125 leaves :"			"13281772"
"Pastures and Postures :"	"an examination of assumptions, values and beliefs that shape agricultural landscapes /"	"by Jane M. Wilkening."	"Wilkening, Jane M."	"M. Landsc. Arch."	"University of Washington"	"1993"	"940711s1993\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 67 leaves :"			"30743306"
"Connecting with cattails :"	"local landscape conservation and the zoo /"	"by Judith D. Wood."	"Wood, Judith D."	"M. Landsc. Arch."	"University of Washington"	"1987"	"880610s1987\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 75 leaves :"			"18066520"
"Designing for people's preferences :"	"an opportunity for seeing and hiding /"	"by Young Kyoung Yi."	"Yi, Young Kyoung."	"M. Landsc. Arch."	"University of Washington"	"1988"	"890830s1988\\\\xx\a\\\\\bm\\\000\0\eng\d"	"ix, 191 leaves :"			"20282348"
"Buffer delineation method for urban palustrine wetlands in the Puget Sound Region /"		"by Mark J. Young."	"Young, Mark J."	"M. Landsc. Arch."	"University of Washington"	"1989"	"900420s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"viii, 201 leaves :"			"21404548"
"An exploration of the potential for social marketing to effect land conservation and growth management /"		"by Elizabeth S. Adam."	"Adam, Elizabeth S."	"M. Landsc. Arch."	"University of Washington"	"2002"	"030715s2002\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iii, 96 leaves :"			"52617117"
"The restorative spaces of women under stress /"		"by Megan Sujan Atkinson."	"Atkinson, Megan Sujan."	"M. Landsc. Arch."	"University of Washington"	"1999"	"991214s1999\\\\xx\\\\\\\bm\\\000\0\eng\d"	"xi, 104 leaves "			"43027237"
"Identity expression in three single-family residential subdivisions in Bellevue, Washington /"		"by Karen Paulette Billica."	"Billica, Karen P."	"M. Landsc. Arch."	"University of Washington"	"1998"	"990303s1998\\\\xx\ab\\\\bm\\\000\0\eng\d"	"vii, 104 leaves :"			"40897869"
"Values and the concept of stream ""health"" :"	"implications for stewardship in a Seattle watershed /"	"by Jeffrey Kurt Bouma."	"Bouma, Jeffrey Kurt."	"M. Landsc. Arch."	"University of Washington"	"2000"	"010220s2000\\\\xx\a\\\\\bm\\\000\0\eng\d"	"viii, 146 leaves :"			"45994077"
"Aesthetic experience of landscape :"	"the Willamette Valley's oak prairie /"	"by Sarah M. Brady."	"Brady, Sarah M.(Sarah Margaret)"	"M. Landsc. Arch."	"University of Washington"	"1996"	"961022s1996\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iii, 61 leaves :"			"35776864"
