245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"Cultural and psychosocial determinants of health and illness /"		"by Nancy Kay Johnson."	"Johnson, Nancy Kay."		"University of Washington"		"790824s1979\\\\xx\\\\\\\bm\\\000\0\eng\d"	"xii, 218 leaves "			"5307080"
"Collective bargaining among residents and interns in U.S. hospitals :"	"significant outcomes and implications /"	"by Theresa Eileen Julnes."	"Julnes, Theresa Eileen."	"Ph. D."	"University of Washington"	"1988"	"890804s1988\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 183 leaves :"			"20126965"
"A behavioral study of the usefulness of financial ratios."			"Kennedy, Henry Albert,1939-"	"Ph. D."	"University of Washington"		"890503s1973\\\\xx\a\\\\\bm\\\000\0\eng\d"	"70 leaves"			"19646978"
"An analysis of the effect of time and distance relationships in murder investigations /"		"by Robert D. Keppel."	"Keppel, Robert D."	"Ph. D."	"University of Washington"	"1992"	"920819s1992\\\\xx\a\\\\\bmt\\000\0\eng\d"	"vii, 293 leaves :"		"http://hdl.handle.net/1773/10313"	"26451473"
"Foreign investment in Korea"	"law and administration."		"Kim, Ch'an Jin,1941-"	"Ph. D."	"University of Washington"		"890503s1972\\\\xx\a\\\\\bm\\\000\0\eng\d"	"317 leaves"			"19646953"
"Stress-induced structural changes in thermoplastic composites /"		"by Akihiko Kitano."	"Kitano, Akihiko,1959-"	"Ph. D."	"University of Washington"	"1991"	"920211s1991\\\\xx\a\\\\\bm\\\000\0\eng\d"	"xi, 150 leaves :"			"25260413"
"A model of tonality cognition which incorporates pitch and rhythm /"		"by Bernice Laden."	"Laden, Bernice F."	"Ph. D."	"University of Washington"	"1989"	"900413s1989\\\\xx\ag\\\\bm\\\000\0\eng\d"	"vi, 119 leaves :"			"21371159"
"Generalization of social skills training with traumatically brain-injured patients /"		"by Karen Lajoy."	"Lajoy, Karen."	"Ph. D."	"University of Washington"	"1993"	"940216s1993\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 111 leaves :"			"29823421"
"The general riot of the natural forest :"	"landscape change in the Blue Mountains /"	"by Nancy Langston."	"Langston, Nancy,1961-"	"Ph. D."	"University of Washington"	"1994"	"940808s1994\\\\xx\ab\\\\bm\\\000\0\eng\d"	"vi, 324 leaves :"			"30903922"
"Quantifying the uncertainties in measurements of aerosol optical properties relevant to the direct shortwave forcing of climate /"		"by Mary L. Laucks."	"Laucks, Mary Lisa."	"Ph. D."	"University of Washington"	"1996"	"970728s1996\\\\xx\a\\\\\bm\\\000\0\eng\d"	"xi, 274 pages :"		"http://hdl.handle.net/1773/10314"	"37367890"
"A catherter system for measuring blood vessel cross sectional area and blood pressure."			"Lindbloom, Leo Edward."	"Ph. D."	"University of Washington"		"890615s1975\\\\xx\a\\\\\bm\\\000\0\eng\d"	"136 leaves"			"19872929"
"Factors influencing uncertainty in decisions about health and illness problems /"		"by Charles Francis Lough."	"Lough, Charles Francis."		"University of Washington"		"791010s1979\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 54 leaves :"			"5511853"
"Neuronal maturation and synapse formation in layer 4 of macaque striate cortex /"		"by Sharon Lynn Mates."	"Mates, Sharon Lynn."	"Ph. D."	"University of Washington"	"1981"	"820224s1981\\\\xx\af\\\\bm\\\000\0\eng\d"	"vii, 237 leaves, 35 unnumbered leaves of plates :"			"8188490"
