245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"The right of publicity in the global market :"	"is James Dean a living dead even in Korea? /"	"Hyung Doo Nam."	"Nam, Hyung Doo."	"Ph. D."	"University of Washington"	"2005"	"060320s2005\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 368 leaves :"		"http://hdl.handle.net/1773/9613;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3183399"	"65172116"
"The transnational legal process of global health jurisprudence :"	"HIV and the law in Indonesia /"	"Siradj Okta."	"Okta, Siradj,author.http://www.wikidata.org/entity/Q100728189"	"Ph. D."	"University of Washington"	"2020."	"200529t20202020waua\\\\obm\\s000\0\eng\d"	"1 online resource (ix, 243 pages) :"	"Walsh, Walter J.,1958-degree supervisor.http://www.wikidata.org/entity/Q100729448"	"http://hdl.handle.net/1773/45510"	"1155889128"
"Protecting economic and social rights in a constitutionally strong form of judicial review :"	"the case of constitutional review by the Indonesian Constitutional Court /"	"Andy Omara."	"Omara, Andy,author."	"Ph. D."	"University of Washington"	"2017"	"180522t20172017waua\\\\obm\\s000\0\eng\d"	"1 online resource (vii, 277 pages) :"	"Rivin, Beth E.,degree supervisor.;Spitzer, Hugh D.,1949-degree supervisor."	"http://hdl.handle.net/1773/40921"	"1037020125"
"Sudargo Gautama and the development of Indonesian public order :"	"a study on the application of public order doctrine in a pluralistic legal system /"	"Yu Un Oppusunggu."	"Oppusunggu, Yu Un,author."	"Ph. D."	"University of Washington"	"2015"	"160129t20152015waua\\\\obm\\s000\0\eng\d"	"1 online resource (xvii, 232 pages) :"	"Haley, John Owen,degree supervisor."	"http://hdl.handle.net/1773/33994"	"936210711"
"Modernization, codification and the judicial analysis :"	"exploring predictability in law in Sharīʻa courts in Saudi Arabia /"	"Haitham H. Osta."	"Osta, Haitham H.,author."	"Ph. D."	"University of Washington"	"2015"	"150603t20152015waua\\\\obm\\s000\0\eng\d"	"1 online resource (vi, 181 pages) :"	"Hicks, Gregory A.,degree supervisor."	"http://hdl.handle.net/1773/33192"	"910640927"
"The use of intelligence in Indonesian counter-terrorism policing /"		"Amira Paripurna."	"Paripurna, Amira,author."	"Ph. D."	"University of Washington"	"2017"	"171012t20172017waua\\\\obm\\s000\0\eng\d"	"1 online resource (xiv, 238, xlii pages)"	"Eddy, Jonathan A.,degree supervisor."	"http://hdl.handle.net/1773/40221"	"1005935056"
"Making the 2004 Constitution of Afghanistan :"	"a history and analysis through the lens of coordination and deferral theory /"	"Shamshad Pasarlay."	"Pasarlay, Shamshad,author."	"Ph. D."	"University of Washington"	"2016"	"160920t20162016wau\\\\\obm\\s000\0\eng\d"	"1 online resource (xi, 359, 18, 84 pages)"	"Lombardi, Clark B.,degree supervisor."	"http://hdl.handle.net/1773/36735"	"958847814"
"Comparative study on patent claim interpretation :"	"the United States and China /"	"Zhe Peng."	"Peng, Zhe."	"Ph. D."	"University of Washington"	"2012"	"130701s2012\\\\xx\a\\\\obm\\\000\0\eng\d"	"1 online resource (v, 269 pages) :"	"Takenaka, Toshiko,thesis advisor."	"http://hdl.handle.net/1773/21970;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3542179"	"851382984"
"Uniformity of the patent policy in technology transfer in Thailand :"	"to what extent can the Bayh-Dole Act concept be adapted for the Thai technology transfer system? /"	"Orakanoke Phanraksa."	"Phanraksa, Orakanoke."	"Ph. D."	"University of Washington"	"2005"	"060112s2005\\\\xx\a\\\\\bm\\\000\0\eng\d"	"viii, 265 leaves :"		"http://hdl.handle.net/1773/9626;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3178104"	"62880985"
"Politics, intergovernmental relations, and public finance reform in fragile states :"	"the case of Afghanistan /"	"Mohammad Qadam Shah."	"Qadam Shah, Mohammad,author."	"Ph. D."	"University of Washington"	"2019."	"200303t20192019wauab\\\obm\\s000\0\eng\d"	"1 online resource (xv, 208 pages) :"	"Fritzen, Scott,1969-degree supervisor.http://www.wikidata.org/entity/Q108444390;Eddy, Jonathan A.,degree supervisor."	"http://hdl.handle.net/1773/45216"	"1142816430"
"Formalizing informal trade and credit institutions :"	"designing effective institutional economic reforms in Afghanistan and beyond /"	"Haroun Rahimi."	"Rahimi, Haroun,author."	"Ph. D."	"University of Washington"	"2018"	"181212t20182018waua\\\\obm\\s000\0\eng\d"	"1 online resource (xi, 411 pages) :"	"Lombardi, Clark B.,degree supervisor."	"http://hdl.handle.net/1773/42431"	"1078786906"
"Agrarian law, land tenure and subsistence in Java :"	"case study of the villages of Sukoharjo and Medayu /"	"by Erman Rajagukguk."	"Rajagukguk, Erman,1946-"	"Ph. D."	"University of Washington"	"1988"	"880826s1988\\\\xx\\\\\\\bm\\\000\0\eng\d"	"viii, 305 leaves "		"http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:8820439"	"18410533"
"Progress of humane legislation in Washington ..."			"Rich, Chester Lacount."				"960925s1921\\\\xx\\\\\\\blm\\000\0\eng\d"	"231 leaves"			"35632509"
"Agricultural trade law in the Republic of Indonesia :"	"challenges from international law /"	"Prisca Octavia Rumokoy."	"Rumokoy, Prisca Octavia,author.http://www.wikidata.org/entity/Q100708489"	"Ph. D."	"University of Washington"	"2020."	"200529t20202020waua\\\\obm\\s000\0\eng\d"	"1 online resource (345 pages) :"	"Zang, Dongsheng(Law professor),degree supervisor.http://www.wikidata.org/entity/Q100708535"	"http://hdl.handle.net/1773/45509"	"1155889167"
"Fisheries of the ASEAN states :"	"transition in the 200-mile EEZ regime /"	"by Jumpot Saisunthorn."	"Saisunthorn, Jumpot,1958-"	"Ph. D."	"University of Washington"	"1988"	"890411s1988\\\\xx\a\\\\\bm\\\000\0\eng\d"	"x, 398 leaves :"			"19533376"
"Industrial ladder and technology import regulation :"	"experiences of Japan, South Korea, Mexico and lessons for Thailand /"	"by Sakda Thanitcul."	"Sakda Thanitcul."	"Ph. D."	"University of Washington"	"1997"	"980617s1997\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 354 leaves "			"39305585"
"The ASEAN patent system :"	"the adoption of regional patent office in ASEAN /"	"Sipim Wiwatwattana."	"Sipim Wiwatwattana,author."	"Ph. D."	"University of Washington"	"2017"	"171012t20172017waua\\\\obm\\s000\0\eng\d"	"1 online resource (ix, 196 pages) :"	"Takenaka, Toshiko,degree supervisor."	"http://hdl.handle.net/1773/40222"	"1005935124"
