245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"Continuity of certain types of functionals ..."			"Teel, Ward Griffith."	"M.S."	"University of Washington"		"890718s1939\\\\xx\\\\\\\bm\\\000\0\eng\d"	"28 leaves"			"20024392"
"Two methods of computing the exact probability distribution of Kolmogorov's parameter free statistic for small sample sizes ..."			"Tingey, Fred Hollis,1823-"	"M.S. in Math. Stats."	"University of Washington"		"890715s1949\\\\xx\\\\\\\bm\\\000\0\eng\d"	"39 leaves"			"20011854"
"Contributions to the theory of Kolmogorov's statistic ..."			"Tingey, Fred Hollis,1923-"	"Ph. D."	"University of Washington"		"890715s1951\\\\xx\\\\\\\bm\\\000\0\eng\d"	"59 leaves"			"20011864"
"On the solutions of systems of generalized hyperbolic differential equations ..."			"Uhrich, George Edward,1910-"	"Ph. D."	"University of Washington"		"890630s1951\\\\xx\\\\\\\bm\\\000\0\eng\d"	"54 leaves"			"19952901"
"A solution of the linear differential equation of the first order and the second order with constant coefficients by means of difference equations."			"Weesner, Oliver."				"960816s1914\\\\xx\a\\\\\m\\\\000\0\eng\d"	"24 leaves"			"35254745"
"A generalization of Stromquist's circle geometry in the calculus of variations ..."			"Wells, James Robert."	"M.S."	"University of Washington"		"890718s1940\\\\xx\\\\\\\bm\\\000\0\eng\d"	"35 leaves"			"20024410"
"The exponential surface."			"Wester, Charles WIlliam."				"960806s1911\\\\xx\a\\\\\m\\\\000\0\eng\d"	"16 leaves"			"35198061"
"Some differential systems which remain passive under transformation ..."			"Whetstone, George Arthur,1912-"	"Ph. D."	"University of Washington"		"890718s1939\\\\xx\\\\\\\m\\\\000\0\eng\d"	"43 leaves"			"20024397"
"Uniqueness theorems in elasto-kinematics ..."			"Whetstone, George Arthur,1912-"	"M.S."	"University of Washington"		"890718s1937\\\\xx\\\\\\\m\\\\000\0\eng\d"	"43 leaves"			"20024371"
"""The universal solution"":"	"a review."		"Williams, Thomas Alexander Ferguson."				"960816s1914\\\\xx\a\\\\\m\\\\000\0\eng\d"	"46 leaves"			"35254747"
"Some problems in the differentiation of an integral containing a parameter ..."			"Wolfe, Richard Schuyler."	"M.A."	"University of Washington"		"890712s1939\\\\xx\\\\\\\bm\\\000\0\eng\d"	"17 leaves"			"19997356"
"Rational curves of order twelve invariant under the dihedral collineation group of order fourteen ..."			"Wong, E. T.(Edward Tak-wah),1924-"	"M.S."	"University of Washington"		"890630s1952\\\\xx\a\\\\\bm\\\000\0\eng\d"	"30 leaves"			"19952951"
"Certain aspects of the Legendre polynomials ..."			"Wonnacott, Arthur Eugene."	"M.A."	"University of Washington"		"890712s1937\\\\xx\a\\\\\m\\\\000\0\eng\d"	"ii, 41 leaves"			"19997321"
"On the tangent plane to a surface ..."			"Yagi, Fumio."	"M.S."	"University of Washington"		"890713s1941\\\\xx\a\\\\\m\\\\000\0\eng\d"	"27 leaves"			"20000811"
"The Nörlund method of summation and its application to Fourier series ..."			"Yeaman, Cyrus Rex."	"M.S."	"University of Washington"		"890713s1950\\\\xx\\\\\\\bm\\\000\0\eng\d"	"i, 54 leaves"			"20000830"
"Lebesgue constants in a certain class of groups."			"Anderson, Stuart Lee,1935-"	"Ph. D."	"University of Washington"		"890530s1961\\\\xx\\\\\\\bm\\\000\0\eng\d"	"82 leaves"			"19782403"
"A computer language for teaching elementary programming."			"Atkinson, Mary Louise."	"M.A."	"University of Washington"		"890712s1961\\\\xx\a\\\\\bm\\\000\0\eng\d"	"26 leaves"			"19996349"
"Indecomposable torsion-free Abelian groups."			"Austin, Charles Ward,1932-"	"M.S."	"University of Washington"		"890712s1960\\\\xx\\\\\\\bm\\\000\0\eng\d"	"68 leaves"			"19996405"
"Removal of the log factor in the asymptotic estimates of the membrane eigenvalues."			"Bailey, Paul Bernard,1925-"	"Ph. D."	"University of Washington"		"890712s1961\\\\xx\\\\\\\bm\\\000\0\eng\d"	"129 leaves"			"19996302"
"The determination of finite quasigroups."			"Berg, David Neil."	"M.A."	"University of Washington"		"890530s1956\\\\xx\\\\\\\bm\\\000\0\eng\d"	"21 leaves"			"19782047"
