245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"Using low-frequency earthquakes to investigate slow slip processes and plate interface structure beneath the Olympic Peninsula, WA /"		"Shelley Chestler."	"Chestler, Shelley,author."	"Ph. D."	"University of Washington"	"2017"	"180315t20172017waua\\\\obm\\s000\0\eng\d"	"1 online resource (viii, 120 pages) :"	"Creager, Kenneth Clark,1956-degree supervisor."	"http://hdl.handle.net/1773/40779"	"1028740237"
"3D multi-fluid simulations of magnetic reconnection at the dayside magnetopause and its effects on the magnetosphere /"		"Moon-Young Choi."	"Choi, Moon-Young,1983-"	"M.S."	"University of Washington"	"2011"	"111024s2011\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iii, 52 leaves :"			"758393090"
"The historical ecogeomorphology of Puget Sound lowland rivers /"		"Brian David Collins."	"Collins, Brian D.(Brian David),author."	"Ph. D."	"University of Washington"	"2009"	"091030s2009\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 184 [i.e. 166] leaves :"		"http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3370592"	"461355572"
"Physical abrasion of mafic minerals and basalt grains :"	"application to Martian aeolian deposits /"	"Carin Cornwall."	"Cornwall, Carin,author."	"M.S."	"University of Washington"	"2014"	"141230t20142014waua\\\\obm\\s000\0\eng\d"	"1 online resource (35 pages) :"	"Bandfield, Joshua L.,degree supervisor."	"http://hdl.handle.net/1773/26969"	"899007263"
"Thermal-infrared radiosity and heat-diffusion model for estimating sub-pixel radiant temperatures over the course of a day /"		"Iryna Danilina."	"Danilina, Iryna."	"Ph. D."	"University of Washington"	"2012"	"121217s2012\\\\xx\a\\\\obm\\\000\0\eng\d"	"1 online resource (v, 63 pages) :"	"Gillespie, Alan R.,thesis advisor."	"http://hdl.handle.net/1773/20758;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3521455"	"821705162"
"Cratering characteristics of the Europa kinetic ice penetrator /"		"Mariah L. Danner."	"Danner, Mariah L.,author."	"M.S."	"University of Washington"	"2018"	"180627t20182018waua\\\\obm\\s000\0\eng\d"	"1 online resource (xi, 64 pages) :"	"Winglee, Robert M.,degree supervisor."	"http://hdl.handle.net/1773/41699"	"1042090413"
"Predicting strong motions for seismic hazard assessments in Seattle, Washington /"		"Andrew A. Delorey."	"Delorey, Andrew A."	"Ph. D."	"University of Washington"	"2010"	"110516s2010\\\\xx\a\\\\\bm\\\000\0\eng\d"	"ii, 94 leaves :"		"http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3443137"	"724136186"
"The role of corals on tsunami dynamics in an island setting :"	"a case study of Tutuila Island /"	"Derya Itir Dilmen."	"Dilmen, Derya Itir,author."	"Ph. D."	"University of Washington"	"2016"	"161004t20162016wauab\\\obm\\s000\0\eng\d"	"1 online resource (vi, 70 pages) :"	"Titov, Vasily V.,degree supervisor."	"http://hdl.handle.net/1773/36965"	"959893660"
"Investigating the interior of West Antarctica with light, radar, and electrical conductance /"		"Tyler Jeffrey Fudge."	"Fudge, Tyler Jeffrey,author."	"Ph. D."	"University of Washington"	"2013."	"140627t20132013wauab\\\obm\\s000\0\eng\d"	"1 online resource (99 pages) :"	"Waddington, Edwin D.,degree supervisor."	"http://hdl.handle.net/1773/25011"	"881853136"
"Uncertainty and resolution in full-waveform, continuous, geoacoustic inversion /"		"Andrew A. Ganse."	"Ganse, Andrew A.,author."	"Ph. D."	"University of Washington"	"2013."	"140619t20132013waua\\\\obm\\s000\0\eng\d"	"1 online resource (viii, 124 pages):"	"Odom, Robert I.,degree supervisor."	"http://hdl.handle.net/1773/24233"	"881504271"
