245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"The unimolecular isomerization of cisbutene-2."			"Michel, Karl-Wolfgang."	"M.S."	"University of Washington"		"901205s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"70 leaves"			"22779492"
"A kinetic study of the chromic acid oxidation of benzaldehyde."			"Mill, Theodore,1931-"	"Ph. D."	"University of Washington"		"901121s1957\\\\xx\a\\\\\m\\\\000\0\eng\d"	"118, [4] leaves"			"22725354"
"The Baker-Nathan effect in the solvolysis of alkylbenzhydryl chlorides."			"Minton, Robert George,1934-"	"Ph. D."	"University of Washington"		"901207s1960\\\\xx\a\\\\\bm\\\000\0\eng\d"	"66 leaves"			"22807215"
"An examination of the synthetic routes leading to dicyclopenta [de, kl] heptalene."			"Montana, Andrew Frederick,1930-"	"Ph. D."	"University of Washington"		"901207s1957\\\\xx\a\\\\\bm\\\000\0\eng\d"	"85, [1] leaf"			"22807210"
"The crystal structure of some cesium and tetramethylammonium halide complexes of cobalt, copper, and zinc."			"Morosin, Bruno,1934-"	"Ph. D."	"University of Washington"		"890620s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"87, [1] leaf"			"19899674"
"Solvent and substituent effects on the principal ultraviolet transition of some para alkyl benzene derivatives."			"Murphy, Richard Bullock,1933-"	"Ph. D."	"University of Washington"		"890620s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"109, [1] leaf"			"19899703"
"Acid-base catalysis in non-dilute acid media."	"The aromatic decarbonylation reaction."		"Myhre, Philip Cushman,1933-"	"Ph. D."	"University of Washington"		"890620s1958\\\\xx\a\\\\\bm\\\000\0\eng\d"	"174, [1] leaf"		"http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:5807369"	"19899614"
"A study of the alpha particle induced fission of some elements lighter than polonium."			"Neuzil, E. F.(Edward Florian),1930-"	"Ph. D."	"University of Washington"		"890718s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"125, [1] leaf"			"20024654"
"The heat capacities of iron (II) chloride and iron (II) iodide."			"Oetting, F. L.(Franklin Lee),1930-"	"Ph. D."	"University of Washington"		"890718s1960\\\\xx\a\\\\\bm\\\000\0\eng\d"	"65 leaves"		"http://hdl.handle.net/1773/11597"	"20025183"
"The kinetics and equilibria of methylated diboranes:"			"Oliver, J. P.(John Preston),1934-"	"Ph. D."	"University of Washington"		"890718s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"71, [1] leaf"			"20024701"
"Analysis of the spectrum of the 2650 cm⁻¹ band of hydrogen peroxide."			"Olson, William Bruce,1930-"	"Ph. D."	"University of Washington"		"890718s1960\\\\xx\a\\\\\bm\\\000\0\eng\d"	"75, [1] leaf"			"20024732"
"A new adiabatic high temperature calorimeter and the heat capacity of iron (II) bromide."			"O'Neal, H. Edward(Harry Edward),1931-"	"Ph. D."	"University of Washington"		"890718s1957\\\\xx\a\\\\\bm\\\000\0\eng\d"	"68, [1] leaf"		"http://hdl.handle.net/1773/8683;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:5801090"	"20024634"
"The determination of calcium in sea water by a complexometric titration."			"Pate, John Benjamin."	"M.S."	"University of Washington"		"890616s1958\\\\xx\a\\\\\bm\\\000\0\eng\d"	"33 leaves"			"19879603"
"The interaction of krypton with metals"	"an experimental appraisal of several interaction theories."		"Pierotti, Roberto Amedeo Enrico Francesco Savierio,1931-"	"Ph. D."	"University of Washington"		"890628s1958\\\\xx\a\\\\\bm\\\000\0\eng\d"	"97, [1] leaf"			"19935699"
"Voltammetry using a Sargent Model III Polarograph as a current integrator,"		"by Vincent S. Podbelancik."	"Podbielancik, Vincent Stephen,1916-"	"M.S."	"University of Washington"		"890628s1958\\\\xx\a\\\\\bm\\\000\0\eng\d"	"42 leaves"			"19935678"
"Studies of the ""V3"" band of nitrous oxide:"	"determination of the rotational half-width and the band shape,"	"by Theresa Elizabeth Redington."	"Redington, Theresa Elizabeth."	"M.S."	"University of Washington"	"1959"	"960213s1959\\\\xx\a\\\\\bm\\\000\0\eng\d"	"44 leaves"			"34184446"
"Part I: The electrophilic substitution of 1,3-disubstituted azulenes."	"Part II: Some studies on tropenylazulenes. Part III: The azulenebenzoyl peroxide reaction."		"Replogle, Lanny Lee,1934-"	"Ph. D."	"University of Washington"		"890628s1960\\\\xx\a\\\\\bm\\\000\0\eng\d"	"150 leaves"			"19935753"
"Syntheses and reactions of azaazulenes."			"Richards, Harry Francis,1929-"	"Ph. D."	"University of Washington"		"890628s1957\\\\xx\a\\\\\bm\\\000\0\eng\d"	"127, [1] leaf"		"http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:5801091"	"19935669"
"Preparation and reactions of potassium silyl."			"Ring, Morey Abraham,1932-"	"Ph. D."	"University of Washington"		"890628s1960\\\\xx\a\\\\\bm\\\000\0\eng\d"	"44 leaves"			"19935715"
"A spectroscopic and quantum theoretical study of the azo dyes."			"Robin, Melvin Bernard,1934-"	"Ph. D."	"University of Washington"		"890628s1960\\\\xx\a\\\\\bm\\\000\0\eng\d"	"146 leaves"			"19935721"
